customer_id_legacy,transaction_id,purchase_amount,purchase_date,customer_rating,customer_id_new,social_media_platform,engagement_score,purchase_interest_score,review_sentiment,customer_engagement_score,moving_avg_purchase,purchase_month,monthly_total_spend,monthly_avg_spend,product_category_Books,product_category_Clothing,product_category_Electronics,product_category_Groceries,product_category_Sports,avg_spent_last_3
152,1016,437.0,2024-01-16,3.6,A152,Facebook,95.0,4.1,Positive,58.64,437.0,2024-01,874.0,437.0,True,False,False,False,False,437.0
152,1016,437.0,2024-01-16,3.6,A152,Instagram,81.0,4.2,Positive,50.28,437.0,2024-01,874.0,437.0,True,False,False,False,False,437.0
101,1017,271.0,2024-01-17,2.1,A116,Twitter,78.0,1.1,Negative,47.239999999999995,271.0,2024-01,2315.0,231.5,True,False,False,False,False,271.0
101,1017,271.0,2024-01-17,2.1,A116,LinkedIn,89.0,2.4,Neutral,54.36,271.0,2024-01,2315.0,231.5,True,False,False,False,False,271.0
101,1017,271.0,2024-01-17,2.1,A116,Instagram,81.0,4.6,Neutral,50.44,271.0,2024-01,2315.0,231.5,True,False,False,False,False,271.0
101,1017,271.0,2024-01-17,2.1,A116,TikTok,83.0,1.2,Negative,50.279999999999994,271.0,2024-01,2315.0,231.5,True,False,False,False,False,271.0
187,1018,456.0,2024-01-18,4.8,A124,TikTok,75.0,4.6,Neutral,46.84,419.3333333333333,2024-01,2571.0,428.5,False,False,False,True,False,419.3333333333333
187,1018,456.0,2024-01-18,4.8,A124,Facebook,95.0,3.7,Positive,58.48,437.6666666666667,2024-01,2571.0,428.5,False,False,False,True,False,437.6666666666667
187,1018,456.0,2024-01-18,4.8,A124,LinkedIn,77.0,3.2,Positive,47.48,456.0,2024-01,2571.0,428.5,False,False,False,True,False,456.0
129,1019,280.0,2024-01-19,4.0,A114,Facebook,87.0,4.8,Negative,54.12,280.0,2024-01,280.0,280.0,False,False,True,False,False,280.0
137,1020,286.0,2024-01-20,3.2,A149,Facebook,51.0,1.3,Positive,31.119999999999997,286.0,2024-01,286.0,286.0,False,False,True,False,False,286.0
101,1021,192.0,2024-01-21,3.4,A116,Twitter,78.0,1.1,Negative,47.239999999999995,244.66666666666666,2024-01,2315.0,231.5,False,False,False,True,False,244.66666666666666
101,1021,192.0,2024-01-21,3.4,A116,LinkedIn,89.0,2.4,Neutral,54.36,218.33333333333334,2024-01,2315.0,231.5,False,False,False,True,False,218.33333333333334
101,1021,192.0,2024-01-21,3.4,A116,Instagram,81.0,4.6,Neutral,50.44,192.0,2024-01,2315.0,231.5,False,False,False,True,False,192.0
101,1021,192.0,2024-01-21,3.4,A116,TikTok,83.0,1.2,Negative,50.279999999999994,192.0,2024-01,2315.0,231.5,False,False,False,True,False,192.0
101,1021,192.0,2024-01-21,3.4,A116,Twitter,78.0,1.1,Negative,47.239999999999995,192.0,2024-01,2315.0,231.5,False,False,False,True,False,192.0
163,1022,220.0,2024-01-22,2.7,A180,Facebook,57.0,3.8,Negative,35.72,220.0,2024-01,440.0,220.0,False,False,False,True,False,220.0
163,1022,220.0,2024-01-22,2.7,A180,LinkedIn,98.0,2.1,Negative,59.64,220.0,2024-01,440.0,220.0,False,False,False,True,False,220.0
159,1023,78.0,2024-01-23,2.0,A170,Unknown,78.0,3.6,Neutral,48.239999999999995,78.0,2024-01,78.0,78.0,False,False,False,True,False,78.0
120,1024,85.0,2024-01-24,2.4,A159,Unknown,78.0,3.6,Neutral,48.239999999999995,240.0,2024-01,480.0,240.0,False,False,False,False,True,240.0
132,1025,62.0,2024-01-25,4.0,A134,Unknown,78.0,3.6,Neutral,48.239999999999995,62.0,2024-01,62.0,62.0,False,False,True,False,False,62.0
175,1026,209.0,2024-01-26,1.1,A176,Facebook,70.0,3.3,Negative,43.32,209.0,2024-01,209.0,209.0,False,False,False,False,True,209.0
157,1027,376.0,2024-01-27,1.5,A168,LinkedIn,60.0,4.4,Positive,37.76,376.0,2024-01,376.0,376.0,False,False,False,True,False,376.0
121,1028,236.0,2024-01-28,1.2,A185,TikTok,90.0,3.4,Neutral,55.36,175.33333333333334,2024-01,1524.0,190.5,False,False,True,False,False,175.33333333333334
121,1028,236.0,2024-01-28,1.2,A185,Facebook,78.0,2.4,Positive,47.76,205.66666666666666,2024-01,1524.0,190.5,False,False,True,False,False,205.66666666666666
121,1028,236.0,2024-01-28,1.2,A185,TikTok,59.0,3.6,Positive,36.839999999999996,236.0,2024-01,1524.0,190.5,False,False,True,False,False,236.0
121,1028,236.0,2024-01-28,1.2,A185,TikTok,50.0,1.5,Negative,30.6,236.0,2024-01,1524.0,190.5,False,False,True,False,False,236.0
188,1029,292.0,2024-01-29,1.2,A192,Instagram,60.0,4.3,Positive,37.72,292.0,2024-01,292.0,292.0,False,False,False,False,True,292.0
148,1030,135.0,2024-01-30,4.4,,Unknown,78.0,3.6,Neutral,48.239999999999995,135.0,2024-01,135.0,135.0,False,False,False,False,True,135.0
190,1031,333.0,2024-01-31,3.8,A133,Twitter,72.0,1.9,Positive,43.959999999999994,333.0,2024-01,999.0,333.0,False,False,False,True,False,333.0
190,1031,333.0,2024-01-31,3.8,A133,Twitter,71.0,4.8,Negative,44.52,333.0,2024-01,999.0,333.0,False,False,False,True,False,333.0
190,1031,333.0,2024-01-31,3.8,A133,Instagram,52.0,2.7,Positive,32.28,333.0,2024-01,999.0,333.0,False,False,False,True,False,333.0
158,1032,115.0,2024-02-01,2.9,A126,TikTok,75.0,3.1,Neutral,46.24,115.0,2024-02,230.0,115.0,False,False,True,False,False,115.0
158,1032,115.0,2024-02-01,2.9,A126,Facebook,98.0,4.3,Negative,60.519999999999996,115.0,2024-02,230.0,115.0,False,False,True,False,False,115.0
141,1033,219.0,2024-02-02,1.4,A107,Twitter,96.0,1.9,Neutral,58.35999999999999,219.0,2024-02,657.0,219.0,False,False,False,True,False,219.0
141,1033,219.0,2024-02-02,1.4,A107,Facebook,62.0,4.4,Positive,38.959999999999994,219.0,2024-02,657.0,219.0,False,False,False,True,False,219.0
141,1033,219.0,2024-02-02,1.4,A107,Twitter,73.0,4.2,Positive,45.48,219.0,2024-02,657.0,219.0,False,False,False,True,False,219.0
191,1034,94.0,2024-02-03,3.0,A114,Facebook,87.0,4.8,Negative,54.12,94.0,2024-02,94.0,94.0,False,False,True,False,False,94.0
159,1035,111.0,2024-02-04,2.9,A170,Unknown,78.0,3.6,Neutral,48.239999999999995,94.5,2024-02,606.0,303.0,True,False,False,False,False,94.5
179,1036,490.0,2024-02-05,1.7,A111,Instagram,98.0,4.1,Negative,60.44,490.0,2024-02,490.0,490.0,False,True,False,False,False,490.0
114,1037,183.0,2024-02-06,2.7,A171,Unknown,78.0,3.6,Neutral,48.239999999999995,312.5,2024-02,183.0,183.0,False,True,False,False,False,312.5
161,1038,333.0,2024-02-07,2.6,A118,Facebook,76.0,3.9,Negative,47.160000000000004,333.0,2024-02,503.0,167.66666666666666,False,True,False,False,False,333.0
161,1039,77.0,2024-02-08,2.985,A118,Facebook,76.0,3.9,Negative,47.160000000000004,205.0,2024-02,503.0,167.66666666666666,False,False,False,True,False,205.0
146,1040,157.0,2024-02-09,3.5,A196,Instagram,85.0,3.9,Negative,52.56,157.0,2024-02,157.0,157.0,True,False,False,False,False,157.0
161,1041,93.0,2024-02-10,1.2,A118,Facebook,76.0,3.9,Negative,47.160000000000004,167.66666666666666,2024-02,503.0,167.66666666666666,False,False,True,False,False,167.66666666666666
150,1042,389.0,2024-02-11,2.985,A143,Instagram,68.0,1.2,Negative,41.279999999999994,389.0,2024-02,566.0,283.0,False,False,False,False,True,389.0
154,1043,335.0,2024-02-12,2.985,,Unknown,78.0,3.6,Neutral,48.239999999999995,335.0,2024-02,335.0,335.0,False,False,True,False,False,335.0
163,1044,495.0,2024-02-13,3.0,A180,Facebook,57.0,3.8,Negative,35.72,311.6666666666667,2024-02,990.0,495.0,False,False,False,False,True,311.6666666666667
163,1044,495.0,2024-02-13,3.0,A180,LinkedIn,98.0,2.1,Negative,59.64,403.3333333333333,2024-02,990.0,495.0,False,False,False,False,True,403.3333333333333
102,1045,380.0,2024-02-14,4.4,,Unknown,78.0,3.6,Neutral,48.239999999999995,240.5,2024-02,380.0,380.0,False,False,True,False,False,240.5
150,1046,177.0,2024-02-15,3.6,A143,Instagram,68.0,1.2,Negative,41.279999999999994,283.0,2024-02,566.0,283.0,True,False,False,False,False,283.0
106,1047,397.0,2024-02-16,1.7,A102,LinkedIn,51.0,4.8,Neutral,32.519999999999996,397.0,2024-02,397.0,397.0,False,False,False,False,True,397.0
120,1048,280.0,2024-02-17,1.3,A159,Unknown,78.0,3.6,Neutral,48.239999999999995,253.33333333333334,2024-02,280.0,280.0,False,False,False,True,False,253.33333333333334
172,1049,239.0,2024-02-18,3.6,,Unknown,78.0,3.6,Neutral,48.239999999999995,239.0,2024-02,239.0,239.0,False,False,True,False,False,239.0
138,1050,274.0,2024-02-19,1.1,A124,TikTok,75.0,4.6,Neutral,46.84,274.0,2024-02,822.0,274.0,False,False,True,False,False,274.0
138,1050,274.0,2024-02-19,1.1,A124,Facebook,95.0,3.7,Positive,58.48,274.0,2024-02,822.0,274.0,False,False,True,False,False,274.0
138,1050,274.0,2024-02-19,1.1,A124,LinkedIn,77.0,3.2,Positive,47.48,274.0,2024-02,822.0,274.0,False,False,True,False,False,274.0
117,1051,434.0,2024-02-20,3.3,,Unknown,78.0,3.6,Neutral,48.239999999999995,434.0,2024-02,434.0,434.0,False,False,False,False,True,434.0
103,1052,426.0,2024-02-21,4.8,A194,LinkedIn,89.0,4.0,Negative,55.0,426.0,2024-02,426.0,426.0,False,False,False,True,False,426.0
188,1053,332.0,2024-02-22,3.3,A192,Instagram,60.0,4.3,Positive,37.72,312.0,2024-02,332.0,332.0,False,False,False,True,False,312.0
159,1054,495.0,2024-02-23,2.6,A170,Unknown,78.0,3.6,Neutral,48.239999999999995,228.0,2024-02,606.0,303.0,True,False,False,False,False,228.0
113,1055,170.0,2024-02-24,3.6,A196,Instagram,85.0,3.9,Negative,52.56,170.0,2024-02,170.0,170.0,False,False,False,True,False,170.0
108,1056,165.0,2024-02-25,2.8,,Unknown,78.0,3.6,Neutral,48.239999999999995,165.0,2024-02,165.0,165.0,False,False,False,True,False,165.0
189,1057,282.0,2024-02-26,3.2,A173,TikTok,63.0,4.3,Negative,39.519999999999996,282.0,2024-02,564.0,282.0,False,False,False,True,False,282.0
189,1057,282.0,2024-02-26,3.2,A173,Facebook,78.0,3.9,Negative,48.36,282.0,2024-02,564.0,282.0,False,False,False,True,False,282.0
152,1058,308.0,2024-02-27,4.8,A152,Facebook,95.0,4.1,Positive,58.64,394.0,2024-02,616.0,308.0,False,True,False,False,False,394.0
152,1058,308.0,2024-02-27,4.8,A152,Instagram,81.0,4.2,Positive,50.28,351.0,2024-02,616.0,308.0,False,True,False,False,False,351.0
101,1059,408.0,2024-02-28,2.5,A116,Twitter,78.0,1.1,Negative,47.239999999999995,264.0,2024-02,2040.0,408.0,True,False,False,False,False,264.0
101,1059,408.0,2024-02-28,2.5,A116,LinkedIn,89.0,2.4,Neutral,54.36,336.0,2024-02,2040.0,408.0,True,False,False,False,False,336.0
101,1059,408.0,2024-02-28,2.5,A116,Instagram,81.0,4.6,Neutral,50.44,408.0,2024-02,2040.0,408.0,True,False,False,False,False,408.0
101,1059,408.0,2024-02-28,2.5,A116,TikTok,83.0,1.2,Negative,50.279999999999994,408.0,2024-02,2040.0,408.0,True,False,False,False,False,408.0
101,1059,408.0,2024-02-28,2.5,A116,Twitter,78.0,1.1,Negative,47.239999999999995,408.0,2024-02,2040.0,408.0,True,False,False,False,False,408.0
183,1060,247.0,2024-02-29,4.8,A183,TikTok,90.0,4.1,Positive,55.64,247.0,2024-02,494.0,247.0,False,False,True,False,False,247.0
183,1060,247.0,2024-02-29,4.8,A183,TikTok,72.0,5.0,Positive,45.199999999999996,247.0,2024-02,494.0,247.0,False,False,True,False,False,247.0
191,1061,460.0,2024-03-01,4.6,A114,Facebook,87.0,4.8,Negative,54.12,277.0,2024-03,460.0,460.0,False,False,False,False,True,277.0
159,1062,186.0,2024-03-02,1.8,A170,Unknown,78.0,3.6,Neutral,48.239999999999995,264.0,2024-03,186.0,186.0,False,False,True,False,False,264.0
170,1063,367.0,2024-03-03,1.3,A181,Twitter,66.0,2.1,Positive,40.440000000000005,367.0,2024-03,367.0,367.0,True,False,False,False,False,367.0
143,1064,214.0,2024-03-04,1.4,,Unknown,78.0,3.6,Neutral,48.239999999999995,214.0,2024-03,649.0,324.5,False,False,False,False,True,214.0
107,1065,274.0,2024-03-05,1.1,,Unknown,78.0,3.6,Neutral,48.239999999999995,274.0,2024-03,274.0,274.0,True,False,False,False,False,274.0
146,1066,356.0,2024-03-06,1.4,A196,Instagram,85.0,3.9,Negative,52.56,256.5,2024-03,356.0,356.0,False,False,False,True,False,256.5
134,1067,283.0,2024-03-07,3.7,A120,Facebook,83.0,1.4,Positive,50.36,283.0,2024-03,849.0,283.0,False,False,False,False,True,283.0
134,1067,283.0,2024-03-07,3.7,A120,Instagram,56.0,3.0,Positive,34.800000000000004,283.0,2024-03,849.0,283.0,False,False,False,False,True,283.0
134,1067,283.0,2024-03-07,3.7,A120,Instagram,92.0,3.6,Positive,56.63999999999999,283.0,2024-03,849.0,283.0,False,False,False,False,True,283.0
177,1068,221.0,2024-03-08,1.3,A183,TikTok,90.0,4.1,Positive,55.64,221.0,2024-03,442.0,221.0,False,False,False,True,False,221.0
177,1068,221.0,2024-03-08,1.3,A183,TikTok,72.0,5.0,Positive,45.199999999999996,221.0,2024-03,442.0,221.0,False,False,False,True,False,221.0
180,1069,201.0,2024-03-09,2.3,A131,LinkedIn,87.0,3.0,Positive,53.4,201.0,2024-03,201.0,201.0,False,False,True,False,False,201.0
135,1070,364.0,2024-03-10,2.985,A129,Twitter,54.0,4.5,Neutral,34.199999999999996,364.0,2024-03,364.0,364.0,False,False,True,False,False,364.0
149,1071,423.0,2024-03-11,1.1,A131,LinkedIn,87.0,3.0,Positive,53.4,423.0,2024-03,423.0,423.0,False,False,False,False,True,423.0
103,1072,209.0,2024-03-12,4.3,A194,LinkedIn,89.0,4.0,Negative,55.0,317.5,2024-03,371.0,185.5,False,False,False,False,True,317.5
101,1073,145.0,2024-03-13,2.1,A116,Twitter,78.0,1.1,Negative,47.239999999999995,320.3333333333333,2024-03,725.0,145.0,True,False,False,False,False,320.3333333333333
101,1073,145.0,2024-03-13,2.1,A116,LinkedIn,89.0,2.4,Neutral,54.36,232.66666666666666,2024-03,725.0,145.0,True,False,False,False,False,232.66666666666666
101,1073,145.0,2024-03-13,2.1,A116,Instagram,81.0,4.6,Neutral,50.44,145.0,2024-03,725.0,145.0,True,False,False,False,False,145.0
101,1073,145.0,2024-03-13,2.1,A116,TikTok,83.0,1.2,Negative,50.279999999999994,145.0,2024-03,725.0,145.0,True,False,False,False,False,145.0
101,1073,145.0,2024-03-13,2.1,A116,Twitter,78.0,1.1,Negative,47.239999999999995,145.0,2024-03,725.0,145.0,True,False,False,False,False,145.0
105,1074,282.0,2024-03-14,1.5,A163,TikTok,53.0,4.0,Neutral,33.4,282.0,2024-03,564.0,282.0,True,False,False,False,False,282.0
105,1074,282.0,2024-03-14,1.5,A163,TikTok,96.0,3.2,Neutral,58.879999999999995,282.0,2024-03,564.0,282.0,True,False,False,False,False,282.0
153,1075,229.0,2024-03-15,3.8,,Unknown,78.0,3.6,Neutral,48.239999999999995,229.0,2024-03,596.0,298.0,False,False,False,True,False,229.0
103,1076,162.0,2024-03-16,3.5,A194,LinkedIn,89.0,4.0,Negative,55.0,265.6666666666667,2024-03,371.0,185.5,False,False,False,False,True,265.6666666666667
153,1077,367.0,2024-03-17,4.5,,Unknown,78.0,3.6,Neutral,48.239999999999995,298.0,2024-03,596.0,298.0,False,False,True,False,False,298.0
192,1078,491.0,2024-03-18,3.9,A156,Instagram,52.0,4.9,Positive,33.16,411.5,2024-03,491.0,491.0,True,False,False,False,False,411.5
162,1079,101.0,2024-03-19,4.2,A126,TikTok,75.0,3.1,Neutral,46.24,101.0,2024-03,202.0,101.0,True,False,False,False,False,101.0
162,1079,101.0,2024-03-19,4.2,A126,Facebook,98.0,4.3,Negative,60.519999999999996,101.0,2024-03,202.0,101.0,True,False,False,False,False,101.0
117,1080,317.0,2024-03-20,2.1,,Unknown,78.0,3.6,Neutral,48.239999999999995,375.5,2024-03,317.0,317.0,False,False,True,False,False,375.5
189,1081,344.0,2024-03-21,2.985,A173,TikTok,63.0,4.3,Negative,39.519999999999996,302.6666666666667,2024-03,688.0,344.0,True,False,False,False,False,302.6666666666667
189,1081,344.0,2024-03-21,2.985,A173,Facebook,78.0,3.9,Negative,48.36,323.3333333333333,2024-03,688.0,344.0,True,False,False,False,False,323.3333333333333
143,1082,435.0,2024-03-22,4.0,,Unknown,78.0,3.6,Neutral,48.239999999999995,324.5,2024-03,649.0,324.5,False,False,False,True,False,324.5
133,1083,436.0,2024-03-23,4.2,,Unknown,78.0,3.6,Neutral,48.239999999999995,436.0,2024-03,436.0,436.0,False,False,False,False,True,436.0
173,1084,162.0,2024-03-24,5.0,A194,LinkedIn,89.0,4.0,Negative,55.0,162.0,2024-03,162.0,162.0,False,False,True,False,False,162.0
161,1085,150.0,2024-03-25,2.7,A118,Facebook,76.0,3.9,Negative,47.160000000000004,106.66666666666667,2024-03,150.0,150.0,False,False,False,False,True,106.66666666666667
199,1086,162.0,2024-03-26,2.5,A178,LinkedIn,74.0,4.9,Positive,46.36,240.66666666666666,2024-03,486.0,162.0,True,False,False,False,False,240.66666666666666
199,1086,162.0,2024-03-26,2.5,A178,LinkedIn,53.0,1.5,Neutral,32.4,201.33333333333334,2024-03,486.0,162.0,True,False,False,False,False,201.33333333333334
199,1086,162.0,2024-03-26,2.5,A178,TikTok,68.0,3.5,Negative,42.199999999999996,162.0,2024-03,486.0,162.0,True,False,False,False,False,162.0
113,1087,489.0,2024-03-27,4.1,A196,Instagram,85.0,3.9,Negative,52.56,329.5,2024-03,489.0,489.0,True,False,False,False,False,329.5
194,1088,130.0,2024-03-28,2.4,A110,Unknown,78.0,3.6,Neutral,48.239999999999995,130.0,2024-03,130.0,130.0,False,False,True,False,False,130.0
147,1089,236.0,2024-03-29,2.985,A159,Unknown,78.0,3.6,Neutral,48.239999999999995,236.0,2024-03,236.0,236.0,False,False,False,True,False,236.0
114,1090,162.0,2024-03-30,4.4,A171,Unknown,78.0,3.6,Neutral,48.239999999999995,262.3333333333333,2024-03,162.0,162.0,False,True,False,False,False,262.3333333333333
171,1091,51.0,2024-03-31,2.7,,Unknown,78.0,3.6,Neutral,48.239999999999995,153.5,2024-03,51.0,51.0,False,False,True,False,False,153.5
177,1092,179.0,2024-04-01,4.0,A183,TikTok,90.0,4.1,Positive,55.64,207.0,2024-04,358.0,179.0,False,True,False,False,False,207.0
177,1092,179.0,2024-04-01,4.0,A183,TikTok,72.0,5.0,Positive,45.199999999999996,193.0,2024-04,358.0,179.0,False,True,False,False,False,193.0
186,1093,269.0,2024-04-02,4.0,A160,TikTok,56.0,2.6,Positive,34.64,375.6666666666667,2024-04,807.0,269.0,False,True,False,False,False,375.6666666666667
186,1093,269.0,2024-04-02,4.0,A160,LinkedIn,73.0,2.0,Neutral,44.599999999999994,322.3333333333333,2024-04,807.0,269.0,False,True,False,False,False,322.3333333333333
186,1093,269.0,2024-04-02,4.0,A160,Instagram,89.0,2.9,Neutral,54.559999999999995,269.0,2024-04,807.0,269.0,False,True,False,False,False,269.0
161,1094,103.0,2024-04-03,1.4,A118,Facebook,76.0,3.9,Negative,47.160000000000004,115.33333333333333,2024-04,103.0,103.0,False,False,False,True,False,115.33333333333333
139,1095,392.0,2024-04-04,4.6,A157,Unknown,78.0,3.6,Neutral,48.239999999999995,392.0,2024-04,392.0,392.0,False,True,False,False,False,392.0
184,1096,273.0,2024-04-05,3.0,,Unknown,78.0,3.6,Neutral,48.239999999999995,273.0,2024-04,273.0,273.0,False,True,False,False,False,273.0
179,1097,274.0,2024-04-06,4.3,A111,Instagram,98.0,4.1,Negative,60.44,382.0,2024-04,274.0,274.0,False,False,False,True,False,382.0
181,1098,434.0,2024-04-07,2.985,A177,LinkedIn,77.0,1.4,Positive,46.76,434.0,2024-04,868.0,434.0,False,True,False,False,False,434.0
181,1098,434.0,2024-04-07,2.985,A177,Twitter,65.0,1.3,Positive,39.52,434.0,2024-04,868.0,434.0,False,True,False,False,False,434.0
152,1099,452.0,2024-04-08,4.6,A152,Facebook,95.0,4.1,Positive,58.64,356.0,2024-04,904.0,452.0,False,True,False,False,False,356.0
152,1099,452.0,2024-04-08,4.6,A152,Instagram,81.0,4.2,Positive,50.28,404.0,2024-04,904.0,452.0,False,True,False,False,False,404.0
123,1100,175.0,2024-04-09,2.6,,Unknown,78.0,3.6,Neutral,48.239999999999995,232.5,2024-04,175.0,175.0,False,True,False,False,False,232.5
125,1101,179.0,2024-04-10,2.985,A166,Instagram,90.0,3.8,Neutral,55.52,179.0,2024-04,537.0,179.0,False,False,True,False,False,179.0
125,1101,179.0,2024-04-10,2.985,A166,Instagram,74.0,4.3,Neutral,46.12,179.0,2024-04,537.0,179.0,False,False,True,False,False,179.0
125,1101,179.0,2024-04-10,2.985,A166,TikTok,56.0,1.5,Neutral,34.2,179.0,2024-04,537.0,179.0,False,False,True,False,False,179.0
188,1102,102.0,2024-04-11,4.6,A192,Instagram,60.0,4.3,Positive,37.72,242.0,2024-04,475.0,237.5,False,False,True,False,False,242.0
159,1103,221.0,2024-04-12,1.4,A170,Unknown,78.0,3.6,Neutral,48.239999999999995,300.6666666666667,2024-04,221.0,221.0,False,False,True,False,False,300.6666666666667
140,1104,267.0,2024-04-13,2.3,A145,Twitter,92.0,2.4,Neutral,56.16,267.0,2024-04,267.0,267.0,False,False,False,True,False,267.0
128,1105,209.0,2024-04-14,4.8,A132,LinkedIn,63.0,3.3,Positive,39.12,209.0,2024-04,209.0,209.0,True,False,False,False,False,209.0
114,1106,247.0,2024-04-15,4.8,A171,Unknown,78.0,3.6,Neutral,48.239999999999995,197.33333333333334,2024-04,247.0,247.0,False,True,False,False,False,197.33333333333334
144,1107,465.0,2024-04-16,3.3,A116,Twitter,78.0,1.1,Negative,47.239999999999995,465.0,2024-04,2325.0,465.0,False,True,False,False,False,465.0
144,1107,465.0,2024-04-16,3.3,A116,LinkedIn,89.0,2.4,Neutral,54.36,465.0,2024-04,2325.0,465.0,False,True,False,False,False,465.0
144,1107,465.0,2024-04-16,3.3,A116,Instagram,81.0,4.6,Neutral,50.44,465.0,2024-04,2325.0,465.0,False,True,False,False,False,465.0
144,1107,465.0,2024-04-16,3.3,A116,TikTok,83.0,1.2,Negative,50.279999999999994,465.0,2024-04,2325.0,465.0,False,True,False,False,False,465.0
164,1108,296.0,2024-04-17,3.5,A119,Unknown,78.0,3.6,Neutral,48.239999999999995,296.0,2024-04,296.0,296.0,False,False,False,True,False,296.0
188,1109,373.0,2024-04-18,2.8,A192,Instagram,60.0,4.3,Positive,37.72,269.0,2024-04,475.0,237.5,False,True,False,False,False,269.0
170,1110,488.0,2024-04-19,2.985,A181,Twitter,66.0,2.1,Positive,40.440000000000005,427.5,2024-04,488.0,488.0,False,False,True,False,False,427.5
108,1111,252.0,2024-04-20,2.3,,Unknown,78.0,3.6,Neutral,48.239999999999995,208.5,2024-04,252.0,252.0,True,False,False,False,False,208.5
187,1112,233.0,2024-04-21,3.7,A124,TikTok,75.0,4.6,Neutral,46.84,381.6666666666667,2024-04,1611.0,268.5,False,False,False,False,True,381.6666666666667
187,1112,233.0,2024-04-21,3.7,A124,Facebook,95.0,3.7,Positive,58.48,307.3333333333333,2024-04,1611.0,268.5,False,False,False,False,True,307.3333333333333
