customer_id_legacy,transaction_id,purchase_amount,purchase_date,product_category,customer_rating
161,1039,4.388670918258142,2024-02-08,Groceries,2.985
146,1040,5.022826922193402,2024-02-09,Books,3.5
161,1041,4.614211413620616,2024-02-10,Electronics,1.2
150,1042,6.046049598960657,2024-02-11,Sports,2.985
154,1043,5.798063171283229,2024-02-12,Electronics,2.985
163,1044,6.262731083523272,2024-02-13,Sports,3.0
102,1045,5.9982308970016645,2024-02-14,Electronics,4.4
150,1046,5.106663828311038,2024-02-15,Books,3.6
106,1047,6.026349091894609,2024-02-16,Sports,1.7
120,1048,5.645187650082014,2024-02-17,Groceries,1.3
172,1049,5.517480506492795,2024-02-18,Electronics,3.6
138,1050,5.681822687241255,2024-02-19,Electronics,1.1
117,1051,6.120761272815254,2024-02-20,Sports,3.3
103,1052,6.089005236375186,2024-02-21,Groceries,4.8
188,1053,5.786058471938084,2024-02-22,Groceries,3.3
159,1054,6.262272826100452,2024-02-23,Books,2.6
113,1055,5.207162643839727,2024-02-24,Groceries,3.6
108,1056,5.150657592652449,2024-02-25,Groceries,2.8
189,1057,5.62385186776919,2024-02-26,Groceries,3.2
152,1058,5.643618459840649,2024-02-27,Clothing,4.8
101,1059,6.023982007568113,2024-02-28,Books,2.5
183,1060,5.550381854462017,2024-02-29,Electronics,4.8
191,1061,6.127296277406481,2024-03-01,Sports,4.6
159,1062,5.193284574768353,2024-03-02,Electronics,1.8
170,1063,5.916682888380425,2024-03-03,Books,1.3
143,1064,5.327455921648044,2024-03-04,Sports,1.4
107,1065,5.651085684652774,2024-03-05,Books,1.1
146,1066,5.903577463557379,2024-03-06,Groceries,1.4
134,1067,5.679530178667177,2024-03-07,Sports,3.7
177,1068,5.353613246610128,2024-03-08,Groceries,1.3
180,1069,5.293832228021505,2024-03-09,Electronics,2.3
135,1070,5.9261196358291475,2024-03-10,Electronics,2.985
149,1071,6.013178190319937,2024-03-11,Sports,1.1
103,1072,5.434912580896468,2024-03-12,Sports,4.3
101,1073,4.990073844076325,2024-03-13,Books,2.1
105,1074,5.618848751246276,2024-03-14,Books,1.5
153,1075,5.473599642031866,2024-03-15,Groceries,3.8
103,1076,5.158308774043953,2024-03-16,Sports,3.5
153,1077,5.838060248112554,2024-03-17,Electronics,4.5
192,1078,6.124659231769455,2024-03-18,Books,3.9
162,1079,4.6344355113616515,2024-03-19,Books,4.2
117,1080,5.7828994323728224,2024-03-20,Electronics,2.1
189,1081,5.845516309343039,2024-03-21,Books,2.985
143,1082,6.145998768364552,2024-03-22,Groceries,4.0
133,1083,6.074430342697062,2024-03-23,Sports,4.2
173,1084,5.123180982517054,2024-03-24,Electronics,5.0
161,1085,4.9623717235864335,2024-03-25,Sports,2.7
199,1086,4.9800003833227215,2024-03-26,Books,2.5
113,1087,6.137695922201006,2024-03-27,Books,4.1
194,1088,4.862092076019781,2024-03-28,Electronics,2.4
147,1089,5.476035774812466,2024-03-29,Groceries,2.985
114,1090,5.065497344226026,2024-03-30,Clothing,4.4
171,1091,4.007146491595954,2024-03-31,Electronics,2.7
177,1092,5.2176694792333205,2024-04-01,Clothing,4.0
186,1093,5.576421193554799,2024-04-02,Clothing,4.0
161,1094,4.691953293688074,2024-04-03,Groceries,1.4
139,1095,6.057374287394826,2024-04-04,Clothing,4.6
184,1096,5.665786520923908,2024-04-05,Clothing,3.0
179,1097,5.611625478211354,2024-04-06,Groceries,4.3
181,1098,6.034185273640924,2024-04-07,Clothing,2.985
152,1099,6.050032051350154,2024-04-08,Clothing,4.6
123,1100,5.144844712988207,2024-04-09,Clothing,2.6
125,1101,5.220208133251591,2024-04-10,Electronics,2.985
188,1102,4.589225255091816,2024-04-11,Electronics,4.6
159,1103,5.37765417667422,2024-04-12,Electronics,1.4
140,1104,5.611313372266773,2024-04-13,Groceries,2.3
128,1105,5.241378054305573,2024-04-14,Books,4.8
114,1106,5.450828221942756,2024-04-15,Clothing,4.8
144,1107,6.1237914663030235,2024-04-16,Clothing,3.3
164,1108,5.75959343163971,2024-04-17,Groceries,3.5
188,1109,5.907941717822757,2024-04-18,Clothing,2.8
170,1110,6.286786010276157,2024-04-19,Electronics,2.985
108,1111,5.505786962103716,2024-04-20,Books,2.3
187,1112,5.465151450822349,2024-04-21,Sports,3.7
100,1113,5.115490283245869,2024-04-22,Clothing,4.0
107,1114,6.159618715780578,2024-04-23,Electronics,4.2
187,1115,5.733314638897456,2024-04-24,Sports,4.2
162,1116,5.79608613673097,2024-04-25,Books,1.4
110,1117,5.750709467872204,2024-04-26,Sports,3.0
180,1118,5.868193909057525,2024-04-27,Electronics,1.2
107,1119,5.98707555618158,2024-04-28,Sports,3.2
134,1120,5.0553064794996345,2024-04-29,Groceries,2.8
134,1121,5.538280310511252,2024-04-30,Sports,4.6
132,1122,6.00517768927259,2024-05-01,Clothing,2.4
104,1123,5.7513543631585975,2024-05-02,Clothing,1.5
140,1124,5.2558587913770385,2024-05-03,Groceries,1.6
127,1125,5.052938647053276,2024-05-04,Electronics,4.0
106,1126,5.5528995564199715,2024-05-05,Clothing,3.5
172,1127,5.100157934455808,2024-05-06,Books,1.4
171,1128,5.428877913000159,2024-05-07,Clothing,1.3
111,1129,5.823760562335796,2024-05-08,Clothing,3.8
133,1130,5.970917306503521,2024-05-09,Electronics,1.3
132,1131,5.66191115135004,2024-05-10,Sports,4.3
147,1132,5.205073102325442,2024-05-11,Clothing,3.8
122,1133,5.663502711706124,2024-05-12,Groceries,1.3
161,1134,6.132441794996361,2024-05-13,Sports,1.3
187,1135,6.201730806220783,2024-05-14,Books,4.9
136,1136,6.047808325803149,2024-05-15,Electronics,2.5
198,1137,5.938559080144218,2024-05-16,Books,2.5
143,1138,5.2660581067567165,2024-05-17,Sports,4.3
185,1139,5.358842693149722,2024-05-18,Sports,4.8
190,1140,5.869776963376746,2024-05-19,Sports,4.9
134,1141,5.598173374774783,2024-05-20,Books,4.0
164,1142,5.920515633847846,2024-05-21,Sports,2.5
198,1143,6.197436913024056,2024-05-22,Books,2.985
146,1144,6.154545622212805,2024-05-23,Sports,4.1
177,1145,5.162404068578047,2024-05-24,Groceries,3.2
102,1146,4.441603665589888,2024-05-25,Sports,2.7
100,1147,5.929853754483409,2024-05-26,Books,4.6
104,1148,5.983662442894114,2024-05-27,Clothing,1.4
189,1149,5.167145329672814,2024-05-28,Sports,3.0
113,1150,5.809874428056943,2024-05-29,Clothing,1.0
151,1001_synth,6.209713806230169,2024-01-01,Sports,2.3
192,1002_synth,5.784001765488629,2024-01-02,Electronics,4.2
114,1003_synth,6.690932932937125,2024-01-03,Electronics,2.1
171,1004_synth,5.356777641587242,2024-01-04,Clothing,2.8
160,1005_synth,4.440754085275128,2024-01-05,Clothing,1.3
120,1006_synth,6.370092739700342,2024-01-06,Groceries,1.1
182,1007_synth,4.728027374449534,2024-01-07,Sports,4.9
186,1008_synth,6.2385961334009234,2024-01-08,Clothing,4.3
174,1009_synth,5.003827035159975,2024-01-09,Electronics,3.8
174,1010_synth,4.8187593533529425,2024-01-10,Sports,2.6
187,1011_synth,5.813658634819907,2024-01-11,Sports,1.7
199,1012_synth,5.896547161261813,2024-01-12,Electronics,1.6
123,1013_synth,5.554449841205788,2024-01-13,Clothing,2.0
102,1014_synth,5.1765764324338255,2024-01-14,Electronics,3.2
121,1015_synth,4.937427772997605,2024-01-15,Sports,3.9
152,1016_synth,5.88689942678012,2024-01-16,Books,3.6
101,1017_synth,5.358082964314058,2024-01-17,Books,2.1
187,1018_synth,6.091389391729977,2024-01-18,Groceries,4.8
129,1019_synth,6.079064122552679,2024-01-19,Electronics,4.0
137,1020_synth,6.113647902711041,2024-01-20,Electronics,3.2
101,1021_synth,4.906885429595579,2024-01-21,Groceries,3.4
163,1022_synth,5.037517915246274,2024-01-22,Groceries,2.7
159,1023_synth,4.325481615559592,2024-01-23,Groceries,2.0
120,1024_synth,4.3164927556190475,2024-01-24,Sports,2.4
132,1025_synth,3.7940907630017264,2024-01-25,Electronics,4.0
175,1026_synth,5.627242820911906,2024-01-26,Sports,1.1
157,1027_synth,6.234234353236563,2024-01-27,Groceries,1.5
121,1028_synth,4.932422504779318,2024-01-28,Electronics,1.2
188,1029_synth,5.594205606509339,2024-01-29,Sports,1.2
148,1030_synth,5.300663166953176,2024-01-30,Sports,4.4
190,1031_synth,6.033872415223042,2024-01-31,Groceries,3.8
158,1032_synth,4.760775889061809,2024-02-01,Electronics,2.9
141,1033_synth,5.0494751592046185,2024-02-02,Groceries,1.4
191,1034_synth,4.075751505596905,2024-02-03,Electronics,3.0
159,1035_synth,4.9530471746714975,2024-02-04,Books,2.9
179,1036_synth,6.473043728424203,2024-02-05,Clothing,1.7
114,1037_synth,5.4524389900544366,2024-02-06,Clothing,2.7
161,1038_synth,5.455824774846149,2024-02-07,Clothing,2.6
161,1039_synth,3.9657589576494416,2024-02-08,Groceries,2.985
146,1040_synth,5.435186815178475,2024-02-09,Books,3.5
161,1041_synth,4.3728281771066975,2024-02-10,Electronics,1.2
150,1042_synth,6.640379269196951,2024-02-11,Sports,2.985
154,1043_synth,6.023778570489252,2024-02-12,Electronics,2.985
163,1044_synth,6.464188643478251,2024-02-13,Sports,3.0
102,1045_synth,5.592486436938017,2024-02-14,Electronics,4.4
150,1046_synth,4.856002587614744,2024-02-15,Books,3.6
106,1047_synth,5.44302525200682,2024-02-16,Sports,1.7
120,1048_synth,5.800562327314684,2024-02-17,Groceries,1.3
172,1049_synth,5.649342255631554,2024-02-18,Electronics,3.6
138,1050_synth,5.893091973543288,2024-02-19,Electronics,1.1
117,1051_synth,6.704892737373639,2024-02-20,Sports,3.3
103,1052_synth,6.216135791276673,2024-02-21,Groceries,4.8
188,1053_synth,6.174881261988235,2024-02-22,Groceries,3.3
159,1054_synth,6.573487644618326,2024-02-23,Books,2.6
113,1055_synth,5.518156913959005,2024-02-24,Groceries,3.6
108,1056_synth,5.45790054377899,2024-02-25,Groceries,2.8
189,1057_synth,6.106434142262803,2024-02-26,Groceries,3.2
152,1058_synth,5.284447598545851,2024-02-27,Clothing,4.8
101,1059_synth,5.466699701683854,2024-02-28,Books,2.5
183,1060_synth,5.545613541632851,2024-02-29,Electronics,4.8
191,1061_synth,5.694741336093796,2024-03-01,Sports,4.6
159,1062_synth,4.7580655049605145,2024-03-02,Electronics,1.8
170,1063_synth,5.370170654865924,2024-03-03,Books,1.3
143,1064_synth,5.415449167788348,2024-03-04,Sports,1.4
107,1065_synth,5.984494669067198,2024-03-05,Books,1.1
146,1066_synth,5.5496738855059915,2024-03-06,Groceries,1.4
134,1067_synth,5.469403847207149,2024-03-07,Sports,3.7
177,1068_synth,5.271502745522712,2024-03-08,Groceries,1.3
180,1069_synth,5.175383278740987,2024-03-09,Electronics,2.3
135,1070_synth,5.533719819036062,2024-03-10,Electronics,2.985
149,1071_synth,5.629199302319843,2024-03-11,Sports,1.1
103,1072_synth,5.11024084969269,2024-03-12,Sports,4.3
101,1073_synth,5.00609490783742,2024-03-13,Books,2.1
105,1074_synth,5.607924333241432,2024-03-14,Books,1.5
153,1075_synth,5.116121852388614,2024-03-15,Groceries,3.8
103,1076_synth,5.419182101623969,2024-03-16,Sports,3.5
153,1077_synth,5.6073999996193855,2024-03-17,Electronics,4.5
192,1078_synth,5.838027426975967,2024-03-18,Books,3.9
162,1079_synth,4.4411052161897215,2024-03-19,Books,4.2
117,1080_synth,6.161915583537924,2024-03-20,Electronics,2.1
189,1081_synth,5.85656077248544,2024-03-21,Books,2.985
143,1082_synth,6.1984118754614235,2024-03-22,Groceries,4.0
133,1083_synth,6.560466142040793,2024-03-23,Sports,4.2
173,1084_synth,5.27642483120661,2024-03-24,Electronics,5.0
161,1085_synth,4.662687317452453,2024-03-25,Sports,2.7
199,1086_synth,4.59445578815869,2024-03-26,Books,2.5
113,1087_synth,6.162119185584693,2024-03-27,Books,4.1
194,1088_synth,4.708679972641692,2024-03-28,Electronics,2.4
147,1089_synth,5.462661334318685,2024-03-29,Groceries,2.985
114,1090_synth,4.9996637560078,2024-03-30,Clothing,4.4
171,1091_synth,4.375172997824206,2024-03-31,Electronics,2.7
177,1092_synth,5.459248414100638,2024-04-01,Clothing,4.0
186,1093_synth,6.1189929087715775,2024-04-02,Clothing,4.0
161,1094_synth,4.307354822015664,2024-04-03,Groceries,1.4
139,1095_synth,5.624640446830739,2024-04-04,Clothing,4.6
184,1096_synth,5.963283500490687,2024-04-05,Clothing,3.0
179,1097_synth,5.2885366823639774,2024-04-06,Groceries,4.3
181,1098_synth,5.4697475258648,2024-04-07,Clothing,2.985
152,1099_synth,5.4614763750523325,2024-04-08,Clothing,4.6
123,1100_synth,4.744363900407772,2024-04-09,Clothing,2.6
125,1101_synth,5.728195035453684,2024-04-10,Electronics,2.985
188,1102_synth,4.519160625549048,2024-04-11,Electronics,4.6
159,1103_synth,5.278550332323815,2024-04-12,Electronics,1.4
140,1104_synth,5.96558204444987,2024-04-13,Groceries,2.3
128,1105_synth,5.314241746715186,2024-04-14,Books,4.8
114,1106_synth,4.96507311569366,2024-04-15,Clothing,4.8
144,1107_synth,6.423220708702869,2024-04-16,Clothing,3.3
164,1108_synth,5.278678660302654,2024-04-17,Groceries,3.5
188,1109_synth,5.620543330272985,2024-04-18,Clothing,2.8
170,1110_synth,5.9021889809379635,2024-04-19,Electronics,2.985
108,1111_synth,5.70280078871963,2024-04-20,Books,2.3
187,1112_synth,5.893077736691739,2024-04-21,Sports,3.7
100,1113_synth,5.472506679261399,2024-04-22,Clothing,4.0
107,1114_synth,6.26148464240593,2024-04-23,Electronics,4.2
187,1115_synth,5.594551773307541,2024-04-24,Sports,4.2
162,1116_synth,5.460986314819853,2024-04-25,Books,1.4
110,1117_synth,5.840088034072661,2024-04-26,Sports,3.0
180,1118_synth,5.998108046935748,2024-04-27,Electronics,1.2
107,1119_synth,5.826110751306216,2024-04-28,Sports,3.2
134,1120_synth,5.363353223020039,2024-04-29,Groceries,2.8
134,1121_synth,5.515715037791608,2024-04-30,Sports,4.6
132,1122_synth,6.16280114040391,2024-05-01,Clothing,2.4
104,1123_synth,6.147800872855797,2024-05-02,Clothing,1.5
140,1124_synth,5.467232014688977,2024-05-03,Groceries,1.6
127,1125_synth,5.021887556250392,2024-05-04,Electronics,4.0
106,1126_synth,5.902614019999454,2024-05-05,Clothing,3.5
172,1127_synth,4.771863722099734,2024-05-06,Books,1.4
171,1128_synth,5.725214994127642,2024-05-07,Clothing,1.3
111,1129_synth,6.274665292174304,2024-05-08,Clothing,3.8
133,1130_synth,6.401841409779709,2024-05-09,Electronics,1.3
132,1131_synth,5.797958448480484,2024-05-10,Sports,4.3
147,1132_synth,5.541052871945275,2024-05-11,Clothing,3.8
122,1133_synth,5.221392944977724,2024-05-12,Groceries,1.3
161,1134_synth,6.698297406281359,2024-05-13,Sports,1.3
187,1135_synth,6.265711439337741,2024-05-14,Books,4.9
136,1136_synth,6.586104022122917,2024-05-15,Electronics,2.5
198,1137_synth,5.437996450104564,2024-05-16,Books,2.5
143,1138_synth,5.191860709304672,2024-05-17,Sports,4.3
185,1139_synth,5.552683797891753,2024-05-18,Sports,4.8
190,1140_synth,5.839469385015453,2024-05-19,Sports,4.9
134,1141_synth,5.11647834075725,2024-05-20,Books,4.0
164,1142_synth,6.05959302363857,2024-05-21,Sports,2.5
198,1143_synth,5.668918882759419,2024-05-22,Books,2.985
146,1144_synth,6.1216908787185425,2024-05-23,Sports,4.1
177,1145_synth,5.609049930171007,2024-05-24,Groceries,3.2
102,1146_synth,4.82124807289795,2024-05-25,Sports,2.7
100,1147_synth,6.106232522560514,2024-05-26,Books,4.6
104,1148_synth,5.53670715758965,2024-05-27,Clothing,1.4
189,1149_synth,5.205723832525657,2024-05-28,Sports,3.0
113,1150_synth,5.365605256607801,2024-05-29,Clothing,1.0
